source,destination,length,path
0,1,1,0,1,34436.9
3,0,2,3,6,0,464.332
3,0,2,3,4,0,232.166
9,0,1,9,0,20543
9,0,2,9,7,0,3693.13
9,0,2,9,2,0,2769.85
9,0,2,9,8,0,1384.92
9,0,2,9,3,0,692.462
9,0,2,9,6,0,1384.92
9,0,2,9,5,0,1384.92
9,0,2,9,1,0,923.283
9,0,2,9,4,0,461.642
2,0,1,2,0,15872.6
2,0,2,2,8,0,3298.2
2,0,2,2,5,0,3298.2
2,0,2,2,7,0,2885.92
2,0,2,2,3,0,618.412
2,0,2,2,6,0,824.55
2,0,2,2,9,0,412.275
2,0,2,2,4,0,1855.24
2,0,2,2,1,0,618.412
8,0,1,8,0,18186.3
8,0,2,8,7,0,1616.56
8,0,2,8,5,0,1414.49
8,0,2,8,3,0,1616.56
8,0,2,8,2,0,1212.42
8,0,2,8,4,0,1212.42
8,0,2,8,9,0,1818.63
8,0,2,8,6,0,1414.49
8,0,2,8,1,0,202.069
8,0,3,8,6,1,0,202.069
8,0,3,8,2,1,0,202.069
7,0,1,7,0,14702.7
7,0,2,7,5,0,646.272
7,0,2,7,4,0,2100.38
7,0,2,7,2,0,646.272
7,0,2,7,3,0,969.408
7,0,2,7,8,0,969.408
7,0,3,7,2,1,0,323.136
7,0,2,7,6,0,484.704
7,0,2,7,1,0,807.84
7,0,3,7,8,4,0,323.136
7,0,3,7,3,1,0,484.704
7,0,3,7,5,1,0,323.136
7,0,3,7,8,6,0,161.568
7,0,3,7,8,1,0,161.568
7,0,3,7,3,4,0,161.568
7,6,1,7,6,13978.1
7,6,2,7,2,6,2174.37
7,6,2,7,8,6,3416.87
7,6,2,7,3,6,2795.62
0,4,1,0,4,26725.3
0,4,2,0,2,4,8908.43
0,4,2,0,9,4,8351.65
0,4,2,0,8,4,7238.1
0,4,2,0,6,4,5010.99
0,4,2,0,7,4,8908.43
0,4,2,0,5,4,4454.22
0,4,2,0,3,4,6681.32
0,4,3,0,9,6,4,556.777
0,4,2,0,1,4,2783.88
0,4,3,0,5,3,4,556.777
7,9,1,7,9,12926.4
7,9,2,7,2,9,3447.04
7,9,2,7,3,9,574.507
7,9,2,7,5,9,1723.52
7,9,2,7,8,9,2010.78
5,4,1,5,4,12176.3
5,4,2,5,7,4,936.638
5,4,2,5,8,4,2341.59
5,4,2,5,2,4,585.399
5,4,2,5,3,4,351.239
5,4,2,5,9,4,468.319
5,6,1,5,6,10705.9
5,6,2,5,9,6,1439.45
5,6,2,5,2,6,809.688
4,1,1,4,1,6967.9
4,1,2,4,9,1,2709.74
4,1,2,4,5,1,387.105
4,1,2,4,6,1,929.053
4,1,2,4,2,1,77.4211
4,1,2,4,8,1,77.4211
1,2,1,1,2,10438.5
1,2,2,1,9,2,72.9965
1,4,1,1,4,10112.4
1,3,1,1,3,9330.59
3,1,1,3,1,7284.47
3,1,2,3,2,1,367.284
3,1,2,3,9,1,489.712
3,1,2,3,5,1,428.498
3,1,2,3,6,1,244.856
5,1,1,5,1,7968.13
5,1,2,5,9,1,416.246
5,1,2,5,2,1,178.391
6,1,1,6,1,7803.4
6,1,2,6,2,1,226.186
6,1,2,6,9,1,113.093
0,3,1,0,3,22583.8
0,3,2,0,5,3,7207.6
0,3,2,0,9,3,7688.1
0,3,2,0,6,3,4805.07
0,3,2,0,7,3,5766.08
0,3,2,0,8,3,6727.09
0,3,2,0,2,3,5766.08
0,3,2,0,1,3,2883.04
0,3,2,0,4,3,5285.57
0,3,3,0,4,8,3,480.507
1,6,1,1,6,7365.13
1,6,2,1,9,6,210.432
6,7,1,6,7,6294.98
6,7,2,6,2,7,676.32
6,7,2,6,9,7,208.098
6,7,2,6,8,7,312.148
9,8,1,9,8,7217.03
9,8,2,9,2,8,50.4687
1,9,1,1,9,7001.44
4,2,1,4,2,6577.76
4,2,2,4,8,2,285.99
1,5,1,1,5,6618.7
4,5,1,4,5,6539.35
8,1,1,8,1,4932.26
8,1,2,8,2,1,905.002
8,1,2,8,9,1,135.75
8,1,2,8,6,1,543.001
1,8,1,1,8,6123.93
2,1,1,2,1,5631.63
2,1,2,2,6,1,207.045
2,1,2,2,9,1,124.227
4,0,1,4,0,33150.5
4,0,2,4,7,0,5136
4,0,2,4,8,0,6536.72
4,0,2,4,2,0,3735.27
4,0,2,4,9,0,3735.27
4,0,2,4,3,0,6536.72
4,0,2,4,6,0,7003.63
4,0,2,4,5,0,933.818
4,0,3,4,8,2,0,466.909
2,3,1,2,3,5456.46
1,7,1,1,7,5034.04
5,9,1,5,9,4644.29
7,4,1,7,4,4119.02
7,4,2,7,8,4,190.109
7,4,2,7,3,4,253.478
6,4,1,6,4,4522.93
4,3,1,4,3,3751.49
4,3,2,4,8,3,248.033
4,3,2,4,7,3,465.061
6,3,1,6,3,4406.24
5,3,1,5,3,4315.22
4,6,1,4,6,4303.55
8,3,1,8,3,4247.54
1,0,1,1,0,36319
1,0,2,1,7,0,3845.54
1,0,2,1,8,0,3845.54
1,0,2,1,2,0,3418.26
1,0,2,1,6,0,3418.26
1,0,2,1,9,0,5127.39
1,0,2,1,3,0,3418.26
1,0,2,1,5,0,1709.13
1,0,2,1,4,0,427.283
9,1,1,9,1,4203.2
6,5,1,6,5,3849.79
6,5,2,6,2,5,260.512
6,5,2,6,8,5,57.8916
4,9,1,4,9,4072.51
4,7,1,4,7,4051.5
8,9,1,8,9,4011.83
4,8,1,4,8,4009.49
3,4,1,3,4,3867.13
6,9,1,6,9,3370.03
3,6,1,3,6,3363.03
8,4,1,8,4,3061.97
0,2,1,0,2,21022.7
0,2,2,0,9,2,5839.64
0,2,2,0,6,2,3114.48
0,2,2,0,5,2,5450.33
0,2,2,0,8,2,5839.64
0,2,2,0,4,2,5061.02
0,2,2,0,3,2,3114.48
0,2,2,0,7,2,4671.71
0,2,2,0,1,2,1557.24
0,2,3,0,4,8,2,389.31
7,1,1,7,1,1910.81
7,1,2,7,3,1,254.775
7,1,2,7,2,1,424.625
7,1,2,7,5,1,424.625
7,1,2,7,8,1,42.4625
6,8,1,6,8,2912.6
8,6,1,8,6,2868.26
8,2,1,8,2,2802.91
3,9,1,3,9,2707.23
9,4,1,9,4,2475.89
9,4,2,9,6,4,107.647
3,5,1,3,5,2564.86
5,8,1,5,8,2490.18
3,2,1,3,2,2422.5
3,8,1,3,8,2282.47
0,5,1,0,5,19840.5
0,5,2,0,6,5,7936.2
0,5,2,0,9,5,5411.05
0,5,2,0,7,5,1082.21
0,5,2,0,8,5,2525.16
0,5,2,0,3,5,3607.36
0,5,2,0,1,5,6132.52
0,5,2,0,4,5,1082.21
0,5,2,0,2,5,3607.36
0,5,3,0,6,2,5,721.473
2,4,1,2,4,2171.6
2,4,2,2,6,4,15.186
9,3,1,9,3,2172.78
6,2,1,6,2,2046.76
5,2,1,5,2,1944.07
8,5,1,8,5,1869.39
5,7,1,5,7,1864.72
9,6,1,9,6,1755.03
9,5,1,9,5,1636
7,3,1,7,3,1631.34
8,7,1,8,7,1629
0,9,1,0,9,16420.7
0,9,2,0,8,9,5131.48
0,9,2,0,6,9,3078.89
0,9,2,0,3,9,4789.38
0,9,2,0,2,9,4105.18
0,9,2,0,1,9,2394.69
0,9,3,0,7,2,9,1368.39
0,9,2,0,7,9,2736.79
0,9,2,0,5,9,2736.79
0,9,2,0,4,9,5131.48
0,9,3,0,7,8,9,684.197
0,9,3,0,7,3,9,342.098
0,9,3,0,7,5,9,342.098
3,7,1,3,7,1540.32
9,7,1,9,7,1488.97
2,6,1,2,6,1355.95
9,2,1,9,2,1152.9
7,5,1,7,5,1138.9
2,8,1,2,8,1129.57
7,8,1,7,8,1005.87
2,9,1,2,9,709.48
2,5,1,2,5,674.473
7,2,1,7,2,336.069
5,0,1,5,0,29279.2
5,0,2,5,8,0,1626.62
5,0,2,5,2,0,4879.86
5,0,2,5,7,0,4229.21
5,0,2,5,9,0,3253.24
5,0,2,5,6,0,325.324
5,0,2,5,3,0,2602.59
5,0,3,5,2,6,0,650.648
2,7,1,2,7,294.061
