source,destination,length,path
0,1,1,0,1,200.0
8,1,2,8,5,1,210.0
8,1,2,8,2,1,100.0
1,8,1,1,8,2550.0
2,1,1,2,1,2480.0
4,0,1,4,0,14900.0
4,0,2,4,7,0,2160.0
4,0,2,4,8,0,1620.0
4,0,2,4,2,0,1090.0
4,0,2,4,3,0,3260.0
4,0,2,4,6,0,2140.0
4,0,2,4,9,0,2160.0
4,0,2,4,5,0,540.0
2,3,1,2,3,2290.0
1,7,1,1,7,2110.0
5,9,1,5,9,1950.0
7,4,1,7,4,1900.0
6,4,1,6,4,1880.0
4,3,1,4,3,1870.0
6,3,1,6,3,1830.0
5,3,1,5,3,1450.0
5,3,2,5,8,3,170.0
5,3,2,5,7,3,170.0
4,6,1,4,6,1810.0
8,3,1,8,3,1770.0
1,0,1,1,0,16800.0
1,0,2,1,7,0,1960.0
1,0,2,1,9,0,1480.0
1,0,2,1,8,0,1970.0
1,0,2,1,2,0,490.0
1,0,2,1,3,0,490.0
1,0,2,1,6,0,1970.0
1,0,2,1,5,0,490.0
9,1,1,9,1,1760.0
6,5,1,6,5,1740.0
4,9,1,4,9,1690.0
4,7,1,4,7,1690.0
8,9,1,8,9,1680.0
4,8,1,4,8,1670.0
3,4,1,3,4,1610.0
6,9,1,6,9,1410.0
3,6,1,3,6,1390.0
8,4,1,8,4,1280.0
0,2,1,0,2,310.0
0,2,2,0,6,2,130.0
0,2,2,0,5,2,330.0
0,2,2,0,7,2,80.0
0,2,2,0,9,2,250.0
0,2,2,0,1,2,80.0
0,2,2,0,8,2,40.0
0,2,2,0,4,2,40.0
0,2,2,0,3,2,130.0
7,1,1,7,1,1080.0
7,1,2,7,5,1,50.0
7,1,2,7,8,1,150.0
6,8,1,6,8,1210.0
8,6,1,8,6,1150.0
8,6,2,8,2,6,50.0
8,2,1,8,2,1170.0
3,9,1,3,9,1130.0
9,4,1,9,4,1080.0
3,5,1,3,5,1070.0
5,8,1,5,8,1040.0
3,2,1,3,2,1010.0
3,8,1,3,8,950.0
0,5,1,0,5,8880.0
0,5,2,0,9,5,2500.0
0,5,2,0,7,5,160.0
0,5,2,0,2,5,80.0
0,5,2,0,6,5,190.0
0,5,2,0,1,5,120.0
0,5,2,0,3,5,80.0
0,5,2,0,8,5,80.0
0,5,2,0,4,5,120.0
2,4,1,2,4,910.0
9,3,1,9,3,820.0
9,3,2,9,6,3,90.0
6,2,1,6,2,850.0
5,2,1,5,2,760.0
5,2,2,5,8,2,50.0
8,5,1,8,5,780.0
5,7,1,5,7,770.0
9,6,1,9,6,730.0
9,5,1,9,5,680.0
7,3,1,7,3,680.0
8,7,1,8,7,580.0
8,7,2,8,2,7,70.0
8,7,2,8,3,7,30.0
0,9,1,0,9,430.0
0,9,2,0,8,9,110.0
0,9,2,0,3,9,170.0
0,9,2,0,6,9,110.0
0,9,2,0,1,9,60.0
0,9,2,0,4,9,90.0
0,9,3,0,7,2,9,60.0
0,9,2,0,2,9,110.0
0,9,2,0,7,9,30.0
0,9,3,0,7,8,9,30.0
3,7,1,3,7,640.0
9,7,1,9,7,620.0
2,6,1,2,6,570.0
9,2,1,9,2,480.0
7,5,1,7,5,470.0
2,8,1,2,8,470.0
7,8,1,7,8,420.0
2,9,1,2,9,300.0
2,5,1,2,5,280.0
7,2,1,7,2,140.0
5,0,1,5,0,14300.0
5,0,2,5,7,0,750.0
5,0,2,5,2,0,1510.0
5,0,2,5,8,0,1130.0
5,0,2,5,3,0,370.0
5,0,2,5,9,0,1500.0
2,7,1,2,7,120.0
