source,destination,length,path
0,1,1,0,1,20430.8
0,4,2,0,5,4,660.654
7,9,1,7,9,6135.23
7,9,2,7,2,9,1533.81
7,9,2,7,5,9,511.269
7,9,2,7,8,9,681.692
5,4,1,5,4,5973.69
5,4,2,5,8,4,1111.38
5,4,2,5,7,4,138.923
5,6,1,5,6,5017.25
5,6,2,5,9,6,533.75
4,1,1,4,1,3215.29
4,1,2,4,9,1,459.327
4,1,2,4,8,1,551.192
4,1,2,4,2,1,367.462
4,1,2,4,5,1,91.8654
4,1,2,4,7,1,91.8654
1,2,1,1,2,4504
1,4,1,1,4,4333
1,3,1,1,3,3998
3,1,1,3,1,3195.92
3,1,2,3,8,1,72.6346
3,1,2,3,2,1,145.269
3,1,2,3,5,1,217.904
3,1,2,3,9,1,145.269
5,1,1,5,1,3669
6,1,1,6,1,2683.85
6,1,2,6,2,1,268.385
6,1,2,6,9,1,469.673
6,1,2,6,8,1,67.0962
0,3,1,0,3,14253.8
0,3,2,0,7,3,1140.31
0,3,2,0,5,3,5131.38
0,3,2,0,9,3,4561.23
0,3,2,0,8,3,570.154
0,3,2,0,1,3,1140.31
0,3,2,0,6,3,1710.46
0,3,2,0,2,3,570.154
0,3,3,0,5,8,3,570.154
1,6,1,1,6,3246
6,7,1,6,7,3210
9,8,1,9,8,3114
1,9,1,1,9,3000
4,2,1,4,2,2941
1,5,1,1,5,2836
4,5,1,4,5,2802
8,1,1,8,1,2469.85
8,1,2,8,5,1,214.769
8,1,2,8,2,1,107.385
1,8,1,1,8,2624
2,1,1,2,1,2555
4,0,1,4,0,15512.5
4,0,2,4,7,0,2216.08
4,0,2,4,8,0,1662.06
4,0,2,4,2,0,1108.04
4,0,2,4,3,0,3324.12
4,0,2,4,6,0,2216.08
4,0,2,4,9,0,2216.08
4,0,2,4,5,0,554.019
2,3,1,2,3,2338
1,7,1,1,7,2157
5,9,1,5,9,1990
7,4,1,7,4,1955
6,4,1,6,4,1938
4,3,1,4,3,1913
6,3,1,6,3,1888
5,3,1,5,3,1493.42
5,3,2,5,8,3,177.788
5,3,2,5,7,3,177.788
4,6,1,4,6,1844
8,3,1,8,3,1820
1,0,1,1,0,17238
1,0,2,1,7,0,2028
1,0,2,1,9,0,1521
1,0,2,1,8,0,2028
1,0,2,1,2,0,507
1,0,2,1,3,0,507
1,0,2,1,6,0,2028
1,0,2,1,5,0,507
9,1,1,9,1,1801
6,5,1,6,5,1786
4,9,1,4,9,1745
4,7,1,4,7,1736
8,9,1,8,9,1719
4,8,1,4,8,1718
3,4,1,3,4,1657
6,9,1,6,9,1444
3,6,1,3,6,1441
8,4,1,8,4,1312
0,2,1,0,2,12010.5
0,2,2,0,6,2,1385.83
0,2,2,0,5,2,3695.54
0,2,2,0,7,2,923.885
0,2,2,0,9,2,2771.65
0,2,2,0,1,2,923.885
0,2,2,0,8,2,461.942
0,2,2,0,4,2,461.942
0,2,2,0,3,2,1385.83
7,1,1,7,1,1108.46
7,1,2,7,5,1,50.3846
7,1,2,7,8,1,151.154
6,8,1,6,8,1248
8,6,1,8,6,1181.73
8,6,2,8,2,6,47.2692
8,2,1,8,2,1201
3,9,1,3,9,1160
9,4,1,9,4,1107
3,5,1,3,5,1099
5,8,1,5,8,1067
3,2,1,3,2,1038
3,8,1,3,8,978
0,5,1,0,5,10701
0,5,2,0,9,5,2568.23
0,5,2,0,7,5,1712.15
0,5,2,0,2,5,856.077
0,5,2,0,6,5,2140.19
0,5,2,0,1,5,1284.12
0,5,2,0,3,5,856.077
0,5,2,0,8,5,856.077
0,5,2,0,4,5,1284.12
2,4,1,2,4,937
9,3,1,9,3,841.481
9,3,2,9,6,3,89.5192
6,2,1,6,2,877
5,2,1,5,2,784.942
5,2,2,5,8,2,48.0577
8,5,1,8,5,801
5,7,1,5,7,799
9,6,1,9,6,752
9,5,1,9,5,701
7,3,1,7,3,699
8,7,1,8,7,604.038
8,7,2,8,2,7,67.1154
8,7,2,8,3,7,26.8462
0,9,1,0,9,8930.31
0,9,2,0,8,9,2435.54
0,9,2,0,3,9,2435.54
0,9,2,0,6,9,1623.69
0,9,2,0,1,9,1217.77
0,9,2,0,4,9,1217.77
0,9,3,0,7,2,9,811.846
0,9,2,0,2,9,1623.69
0,9,2,0,7,9,405.923
0,9,3,0,7,8,9,405.923
3,7,1,3,7,660
9,7,1,9,7,638
2,6,1,2,6,581
9,2,1,9,2,494
7,5,1,7,5,488
2,8,1,2,8,484
7,8,1,7,8,431
2,9,1,2,9,304
2,5,1,2,5,289
7,2,1,7,2,144
5,0,1,5,0,14668.7
5,0,2,5,7,0,772.038
5,0,2,5,2,0,1544.08
5,0,2,5,8,0,1158.06
5,0,2,5,3,0,386.019
5,0,2,5,9,0,1544.08
2,7,1,2,7,126
