source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
10,7,114,2404.62,36468,0.0659378,1,2,2,1
1,3,115,221.551,3360,0.0659378,2,3,3,2
1,6,116,160.163,2429,0.0659378,2,2,2,2
10,5,117,1948.79,29555,0.0659378,1,3,3,1
8,11,118,3163.69,47980,0.0659378,1,1,1,1
9,1,119,62.9706,955,0.0659378,5,4.2,3,2
8,4,120,2175.81,32998,0.0659378,3,4,3,2
0,8,121,75.7625,1149,0.0659378,1,3,3,1
11,2,122,2281.25,34597,0.0659378,1,2,2,1
6,2,123,515.304,7815,0.0659378,2,3.5,2,1
5,9,124,138.074,2094,0.0659378,3,4,3,1
0,3,125,27.3642,415,0.0659378,2,4,4,2
2,7,126,24486.3,385991,0.0634376,4,5,4,2
8,5,127,578.472,8773,0.0659378,2,2.5,2,2
3,8,128,407.298,6177,0.0659378,3,4.66667,4,3
6,0,129,49.1236,745,0.0659378,2,3,3,2
9,10,130,404.792,6139,0.0659378,1,1,1,1
8,3,131,260.973,11677,0.0223493,3,4.66667,4,3
