source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
1,5,72,603.742,9094,0.066389,1,1,1,1
3,2,73,930.243,14012,0.066389,2,4.5,3,2
2,5,74,960.716,14471,0.066389,2,2.5,1,2
11,4,75,1777.83,26779,0.066389,2,3,2,2
10,9,76,1735.61,26143,0.066389,1,1,1,1
8,10,77,576.655,8686,0.066389,4,6,5,4
7,2,78,28213.3,424969,0.066389,7,5.85714,4,7
10,11,79,1074.04,16178,0.066389,3,5,5,3
3,1,80,227.316,3424,0.066389,4,3.75,3,4
9,11,81,263.033,3962,0.066389,5,5.2,4,5
9,5,82,221.607,3338,0.066389,4,3.75,3,4
3,7,83,508.009,7652,0.066389,2,2.5,2,2
10,6,84,897.381,13517,0.066389,2,3,2,2
11,9,85,412.077,6207,0.066389,5,5.2,4,5
1,10,86,172.877,2604,0.066389,2,4,4,2
1,0,87,142.471,2146,0.066389,1,1,1,1
7,3,88,428.807,6459,0.066389,2,2.5,2,2
2,6,89,2239.57,33734,0.066389,2,3.5,2,2
2,4,90,21886.7,329673,0.066389,3,3.33333,3,3
10,1,91,2744.46,41339,0.066389,3,4,4,3
0,7,92,67.4513,1016,0.066389,4,5.25,3,4
11,0,93,131.583,1982,0.066389,1,2,2,1
2,9,94,239.133,3602,0.066389,5,6.2,4,4
10,0,95,61.8746,932,0.066389,3,5,5,3
0,4,96,116.446,1754,0.066389,2,3,2,2
5,1,97,532.174,8016,0.066389,1,1,1,1
1,9,98,144.33,2174,0.066389,4,4,3,4
0,10,99,16.5309,249,0.066389,3,5,5,3
3,4,100,507.81,7649,0.066389,3,3,2,3
6,5,101,252.278,3800,0.066389,1,1,1,1
0,1,102,75.6835,1140,0.066389,1,1,1,1
2,11,103,1453.65,21896,0.066389,1,2,2,1
9,6,104,133.176,2006,0.066389,3,2.66667,2,3
3,9,105,1463.88,22050,0.066389,2,1.5,1,2
4,9,106,41.8251,630,0.066389,3,3,2,3
4,8,107,454.101,6840,0.066389,1,3,3,1
4,2,108,857.282,12913,0.066389,3,3.33333,3,3
5,4,109,976.051,14702,0.066389,2,2,2,2
4,6,110,134.504,2026,0.066389,1,1,1,1
7,1,111,2953.25,44484,0.066389,5,4.8,2,5
7,11,112,4726.7,71197,0.066389,5,5.8,3,5
3,10,113,429.537,6470,0.066389,1,1,1,1
10,7,114,2421.08,36468,0.066389,1,2,2,1
1,3,115,223.067,3360,0.066389,2,3,3,2
1,6,116,161.259,2429,0.066389,2,2,2,2
10,5,117,1962.13,29555,0.066389,2,4,3,2
8,11,118,3185.35,47980,0.066389,1,1,1,1
9,1,119,63.4015,955,0.066389,4,4,3,3
8,4,120,2003.74,32998,0.060723,3,4,3,3
0,8,121,76.281,1149,0.066389,1,3,3,1
11,2,122,2296.86,34597,0.066389,1,2,2,1
6,2,123,518.83,7815,0.066389,2,3.5,2,2
5,9,124,136.702,2094,0.0652825,3,4,3,3
0,3,125,25.4851,415,0.0614099,2,4,4,2
2,7,126,22814.4,385991,0.059106,8,6,4,8
8,5,127,582.431,8773,0.066389,2,2.5,2,2
3,8,128,410.085,6177,0.066389,5,5.4,4,5
6,0,129,49.4598,745,0.066389,2,3,3,2
9,10,130,407.562,6139,0.066389,1,1,1,1
8,3,131,0,11677,0,4,5,4,4
