source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,102,75.4723,1140,0.0662037,1,1,1,1
2,11,103,1449.6,21896,0.0662037,1,2,2,1
9,6,104,132.805,2006,0.0662037,2,2.5,2,1
3,9,105,1459.79,22050,0.0662037,2,1.5,1,2
4,9,106,41.7084,630,0.0662037,3,3,2,3
4,8,107,452.834,6840,0.0662037,1,3,3,1
4,2,108,854.889,12913,0.0662037,3,3.33333,3,3
5,4,109,973.327,14702,0.0662037,2,2,2,2
4,6,110,134.129,2026,0.0662037,1,1,1,1
7,1,111,2945.01,44484,0.0662037,2,3.5,2,2
7,11,112,4713.51,71197,0.0662037,2,4.5,3,2
3,10,113,428.338,6470,0.0662037,1,1,1,1
10,7,114,2414.32,36468,0.0662037,1,2,2,1
1,3,115,222.445,3360,0.0662037,2,3,3,2
1,6,116,160.809,2429,0.0662037,2,2,2,2
10,5,117,1956.65,29555,0.0662037,1,3,3,1
8,11,118,3176.46,47980,0.0662037,1,1,1,1
9,1,119,63.2246,955,0.0662037,4,4,3,3
8,4,120,2184.59,32998,0.0662037,3,4,3,2
0,8,121,76.0681,1149,0.0662037,1,3,3,1
11,2,122,2290.45,34597,0.0662037,1,2,2,1
6,2,123,517.382,7815,0.0662037,1,2,2,1
5,9,124,138.631,2094,0.0662037,3,4,3,2
0,3,125,27.4746,415,0.0662037,2,4,4,2
2,7,126,23806.2,385991,0.0616756,5,4.8,4,2
8,5,127,580.805,8773,0.0662037,2,2.5,2,2
3,8,128,408.94,6177,0.0662037,3,4.66667,4,3
6,0,129,49.3218,745,0.0662037,2,3,3,2
9,10,130,406.425,6139,0.0662037,1,1,1,1
8,3,131,0,11677,0,3,4.66667,4,3
