source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
11,7,48,2912.53,44119,0.0660154,2,4.5,3,1
7,0,49,88.2626,1337,0.0660154,1,3,3,1
7,5,50,785.979,11906,0.0660154,2,3.5,3,2
5,3,51,711.052,10771,0.0660154,1,2,2,1
11,5,52,663.785,10055,0.0660154,1,2,2,1
9,4,53,190.322,2883,0.0660154,3,3,2,2
1,4,54,3701.28,56067,0.0660154,1,1,1,1
8,1,55,1187.68,17991,0.0660154,1,2,2,1
4,3,56,95.9864,1454,0.0660154,1,2,2,1
0,2,57,206.496,3128,0.0660154,2,3.5,3,2
1,7,58,4556.12,69016,0.0660154,4,4.25,2,3
7,4,59,10666.8,161581,0.0660154,1,1,1,1
3,11,60,679.298,10290,0.0660154,2,4,4,2
2,1,61,2425.21,36737,0.0660154,2,2.5,2,2
5,0,62,131.503,1992,0.0660154,1,2,2,1
6,1,63,132.097,2001,0.0660154,2,2,2,2
4,11,64,996.502,15095,0.0660154,1,2,2,1
11,10,65,523.502,7930,0.0660154,2,5,5,1
11,1,66,1683.59,25503,0.0660154,1,1,1,1
1,2,67,405.466,6142,0.0660154,2,2.5,2,2
5,7,68,1476.5,22366,0.0660154,4,3.75,3,4
4,1,69,1722.28,26089,0.0660154,1,1,1,1
9,7,70,633.022,9589,0.0660154,1,1,1,1
8,0,71,71.0326,1076,0.0660154,1,3,3,1
1,5,72,600.344,9094,0.0660154,1,1,1,1
3,2,73,925.008,14012,0.0660154,1,3,3,1
2,5,74,955.309,14471,0.0660154,2,2.5,1,1
11,4,75,1767.83,26779,0.0660154,1,2,2,1
10,9,76,1725.84,26143,0.0660154,1,1,1,1
8,10,77,573.41,8686,0.0660154,3,5.66667,5,2
7,2,78,28054.5,424969,0.0660154,5,4.8,4,3
10,11,79,1068,16178,0.0660154,2,5,5,2
3,1,80,226.037,3424,0.0660154,2,3,3,2
9,11,81,261.553,3962,0.0660154,4,5,4,3
9,5,82,220.359,3338,0.0660154,4,4.25,3,3
3,7,83,505.15,7652,0.0660154,2,2.5,2,2
10,6,84,892.33,13517,0.0660154,1,2,2,1
11,9,85,409.757,6207,0.0660154,3,5,4,3
1,10,86,171.904,2604,0.0660154,2,4,4,1
1,0,87,141.669,2146,0.0660154,1,1,1,1
7,3,88,426.393,6459,0.0660154,2,2.5,2,2
2,6,89,2226.96,33734,0.0660154,2,3.5,2,1
2,4,90,21763.5,329673,0.0660154,3,3.33333,3,3
10,1,91,2729.01,41339,0.0660154,3,4,4,3
0,7,92,67.0716,1016,0.0660154,4,5.25,3,2
11,0,93,130.842,1982,0.0660154,1,2,2,1
2,9,94,237.787,3602,0.0660154,5,6,4,3
10,0,95,61.5263,932,0.0660154,3,5,5,3
0,4,96,115.791,1754,0.0660154,2,3,2,2
5,1,97,529.179,8016,0.0660154,1,1,1,1
1,9,98,143.517,2174,0.0660154,4,4,3,4
0,10,99,16.4378,249,0.0660154,3,5,5,2
3,4,100,504.952,7649,0.0660154,1,2,2,1
6,5,101,250.858,3800,0.0660154,2,2,1,1
0,1,102,75.2575,1140,0.0660154,1,1,1,1
2,11,103,1445.47,21896,0.0660154,1,2,2,1
9,6,104,132.427,2006,0.0660154,2,2.5,2,2
3,9,105,1455.64,22050,0.0660154,2,1.5,1,2
4,9,106,41.5897,630,0.0660154,3,3,2,3
4,8,107,451.545,6840,0.0660154,1,3,3,1
4,2,108,852.457,12913,0.0660154,3,3.33333,3,3
5,4,109,970.558,14702,0.0660154,2,2,2,2
4,6,110,133.747,2026,0.0660154,1,1,1,1
7,1,111,2936.63,44484,0.0660154,2,3.5,2,2
7,11,112,4700.1,71197,0.0660154,2,4.5,3,2
3,10,113,427.12,6470,0.0660154,1,1,1,1
10,7,114,2407.45,36468,0.0660154,1,2,2,1
1,3,115,221.812,3360,0.0660154,2,3,3,2
1,6,116,160.351,2429,0.0660154,2,2,2,2
10,5,117,1951.08,29555,0.0660154,1,3,3,1
8,11,118,3167.42,47980,0.0660154,1,1,1,1
9,1,119,63.0447,955,0.0660154,4,4,3,4
8,4,120,2178.38,32998,0.0660154,3,4,3,3
0,8,121,75.8517,1149,0.0660154,1,3,3,1
11,2,122,2283.93,34597,0.0660154,1,2,2,1
6,2,123,515.91,7815,0.0660154,2,3.5,2,1
5,9,124,138.236,2094,0.0660154,3,4,3,2
0,3,125,27.3964,415,0.0660154,2,4,4,2
2,7,126,23688.1,385991,0.0613695,5,4.8,4,2
8,5,127,579.153,8773,0.0660154,2,2.5,2,2
3,8,128,407.777,6177,0.0660154,3,4.66667,4,3
6,0,129,49.1815,745,0.0660154,2,3,3,2
9,10,130,405.268,6139,0.0660154,1,1,1,1
8,3,131,0,11677,0,3,4.66667,4,3
