source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
11,10,65,523.657,7930,0.0660349,2,5,5,1
11,1,66,1684.09,25503,0.0660349,1,1,1,1
1,2,67,405.587,6142,0.0660349,2,2.5,2,2
5,7,68,1476.94,22366,0.0660349,3,4,3,3
4,1,69,1722.79,26089,0.0660349,1,1,1,1
9,7,70,633.209,9589,0.0660349,1,1,1,1
8,0,71,71.0536,1076,0.0660349,1,3,3,1
1,5,72,600.522,9094,0.0660349,1,1,1,1
3,2,73,925.281,14012,0.0660349,1,3,3,1
2,5,74,955.592,14471,0.0660349,2,2.5,1,1
11,4,75,1768.35,26779,0.0660349,2,3,2,2
10,9,76,1726.35,26143,0.0660349,1,1,1,1
8,10,77,573.579,8686,0.0660349,3,5.66667,5,2
7,2,78,28062.8,424969,0.0660349,4,4.5,4,3
10,11,79,1068.31,16178,0.0660349,2,5,5,2
3,1,80,226.104,3424,0.0660349,2,3,3,2
9,11,81,261.63,3962,0.0660349,5,5.2,4,4
9,5,82,220.425,3338,0.0660349,4,4.25,3,2
3,7,83,505.299,7652,0.0660349,2,2.5,2,1
10,6,84,892.594,13517,0.0660349,1,2,2,1
11,9,85,409.879,6207,0.0660349,3,5,4,2
1,10,86,171.955,2604,0.0660349,2,4,4,1
1,0,87,141.711,2146,0.0660349,1,1,1,1
7,3,88,426.52,6459,0.0660349,2,2.5,2,2
2,6,89,2227.62,33734,0.0660349,1,2,2,1
2,4,90,21769.9,329673,0.0660349,3,3.33333,3,3
10,1,91,2729.82,41339,0.0660349,3,4,4,2
0,7,92,67.0915,1016,0.0660349,3,5.33333,3,2
11,0,93,130.881,1982,0.0660349,1,2,2,1
2,9,94,237.858,3602,0.0660349,5,5.8,4,1
10,0,95,61.5446,932,0.0660349,3,5,5,3
0,4,96,115.825,1754,0.0660349,2,3,2,2
5,1,97,529.336,8016,0.0660349,1,1,1,1
1,9,98,143.56,2174,0.0660349,4,4,3,4
0,10,99,16.4427,249,0.0660349,3,5,5,2
3,4,100,505.101,7649,0.0660349,1,2,2,1
6,5,101,250.933,3800,0.0660349,1,1,1,1
0,1,102,75.2798,1140,0.0660349,1,1,1,1
2,11,103,1445.9,21896,0.0660349,1,2,2,1
9,6,104,132.466,2006,0.0660349,2,2.5,2,2
3,9,105,1456.07,22050,0.0660349,2,1.5,1,2
4,9,106,41.602,630,0.0660349,3,3,2,2
4,8,107,451.679,6840,0.0660349,1,3,3,1
4,2,108,852.709,12913,0.0660349,3,3.33333,3,3
5,4,109,970.846,14702,0.0660349,2,2,2,2
4,6,110,133.787,2026,0.0660349,1,1,1,1
7,1,111,2937.5,44484,0.0660349,2,4,2,1
7,11,112,4701.49,71197,0.0660349,3,5.33333,3,2
3,10,113,427.246,6470,0.0660349,1,1,1,1
10,7,114,2408.16,36468,0.0660349,1,2,2,1
1,3,115,221.877,3360,0.0660349,2,3,3,2
1,6,116,160.399,2429,0.0660349,2,2,2,2
10,5,117,1951.66,29555,0.0660349,1,3,3,1
8,11,118,3168.36,47980,0.0660349,1,1,1,1
9,1,119,63.0634,955,0.0660349,4,4.25,3,3
8,4,120,2179.02,32998,0.0660349,2,4,3,2
0,8,121,75.8741,1149,0.0660349,1,3,3,1
11,2,122,2284.61,34597,0.0660349,1,2,2,1
6,2,123,516.063,7815,0.0660349,2,3.5,2,1
5,9,124,138.277,2094,0.0660349,3,4,3,1
0,3,125,27.4045,415,0.0660349,2,4,4,2
2,7,126,24033.8,385991,0.0622651,5,5.6,4,2
8,5,127,579.324,8773,0.0660349,2,2.5,2,2
3,8,128,407.898,6177,0.0660349,3,4.66667,4,3
6,0,129,49.196,745,0.0660349,2,3,3,2
9,10,130,405.388,6139,0.0660349,1,1,1,1
8,3,131,0,11677,0,4,5,4,3
