source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
5,1,97,526.918,8016,0.0657333,1,1,1,1
1,9,98,142.904,2174,0.0657333,4,4,3,2
0,10,99,16.3676,249,0.0657333,3,5,5,2
3,4,100,502.794,7649,0.0657333,1,2,2,1
6,5,101,249.787,3800,0.0657333,1,1,1,1
0,1,102,74.936,1140,0.0657333,1,1,1,1
2,11,103,1439.3,21896,0.0657333,1,2,2,1
9,6,104,131.861,2006,0.0657333,2,2.5,2,2
3,9,105,1449.42,22050,0.0657333,2,1.5,1,2
4,9,106,41.412,630,0.0657333,3,3,2,3
4,8,107,449.616,6840,0.0657333,1,3,3,1
4,2,108,848.814,12913,0.0657333,3,3.33333,3,2
5,4,109,966.411,14702,0.0657333,2,2,2,2
4,6,110,133.176,2026,0.0657333,1,1,1,1
7,1,111,2924.08,44484,0.0657333,2,4,2,1
7,11,112,4680.01,71197,0.0657333,2,5,3,1
3,10,113,425.295,6470,0.0657333,1,1,1,1
10,7,114,2397.16,36468,0.0657333,1,2,2,1
1,3,115,220.864,3360,0.0657333,2,3,3,2
1,6,116,159.666,2429,0.0657333,2,2,2,2
10,5,117,1942.75,29555,0.0657333,1,3,3,1
8,11,118,3153.88,47980,0.0657333,1,1,1,1
9,1,119,62.7753,955,0.0657333,4,4.25,3,4
8,4,120,2169.07,32998,0.0657333,3,4,3,2
0,8,121,75.5276,1149,0.0657333,1,3,3,1
11,2,122,2274.18,34597,0.0657333,1,2,2,1
6,2,123,513.706,7815,0.0657333,2,3.5,2,1
5,9,124,137.646,2094,0.0657333,2,3.5,3,1
0,3,125,27.2793,415,0.0657333,2,4,4,2
2,7,126,24681.7,385991,0.0639437,5,5.4,4,2
8,5,127,576.678,8773,0.0657333,2,2.5,2,2
3,8,128,406.035,6177,0.0657333,3,4.66667,4,3
6,0,129,48.9713,745,0.0657333,2,3,3,2
9,10,130,403.537,6139,0.0657333,1,1,1,1
8,3,131,341.141,11677,0.0292148,3,4.66667,4,3
