source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
7,0,49,87.8619,1337,0.0657157,1,3,3,1
7,5,50,782.411,11906,0.0657157,2,3.5,3,2
5,3,51,707.824,10771,0.0657157,1,2,2,1
11,5,52,660.771,10055,0.0657157,1,2,2,1
9,4,53,189.458,2883,0.0657157,2,2.5,2,2
1,4,54,3684.48,56067,0.0657157,1,1,1,1
8,1,55,1182.29,17991,0.0657157,1,2,2,1
4,3,56,95.5506,1454,0.0657157,1,2,2,1
0,2,57,205.559,3128,0.0657157,2,3.5,3,2
1,7,58,4535.43,69016,0.0657157,4,4.25,2,2
7,4,59,10618.4,161581,0.0657157,1,1,1,1
3,11,60,676.214,10290,0.0657157,2,4,4,2
2,1,61,2414.2,36737,0.0657157,2,2.5,2,2
5,0,62,130.906,1992,0.0657157,1,2,2,1
6,1,63,131.497,2001,0.0657157,2,2,2,2
4,11,64,991.978,15095,0.0657157,1,2,2,1
11,10,65,521.125,7930,0.0657157,2,5,5,2
11,1,66,1675.95,25503,0.0657157,1,1,1,1
1,2,67,403.626,6142,0.0657157,2,2.5,2,2
5,7,68,1469.8,22366,0.0657157,2,3.5,3,2
4,1,69,1714.46,26089,0.0657157,1,1,1,1
9,7,70,630.148,9589,0.0657157,1,1,1,1
8,0,71,70.7101,1076,0.0657157,1,3,3,1
1,5,72,597.618,9094,0.0657157,1,1,1,1
3,2,73,920.808,14012,0.0657157,1,3,3,1
2,5,74,950.972,14471,0.0657157,2,2.5,1,1
11,4,75,1759.8,26779,0.0657157,1,2,2,1
10,9,76,1718,26143,0.0657157,1,1,1,1
8,10,77,570.806,8686,0.0657157,3,5.66667,5,2
7,2,78,27927.1,424969,0.0657157,5,4.8,4,2
10,11,79,1063.15,16178,0.0657157,3,5,5,2
3,1,80,225.01,3424,0.0657157,2,3,3,2
9,11,81,260.366,3962,0.0657157,3,4.66667,4,3
9,5,82,219.359,3338,0.0657157,2,3.5,3,1
3,7,83,502.856,7652,0.0657157,1,2,2,1
10,6,84,888.279,13517,0.0657157,1,2,2,1
11,9,85,407.897,6207,0.0657157,2,4.5,4,2
1,10,86,171.124,2604,0.0657157,1,4,4,1
1,0,87,141.026,2146,0.0657157,1,1,1,1
7,3,88,424.458,6459,0.0657157,1,2,2,1
2,6,89,2216.85,33734,0.0657157,2,3.5,2,1
2,4,90,21664.7,329673,0.0657157,3,3.33333,3,3
10,1,91,2716.62,41339,0.0657157,2,4,4,2
0,7,92,66.7671,1016,0.0657157,2,4,3,2
11,0,93,130.248,1982,0.0657157,1,2,2,1
2,9,94,236.708,3602,0.0657157,3,5.66667,4,2
10,0,95,61.247,932,0.0657157,3,5,5,3
0,4,96,115.265,1754,0.0657157,2,3,2,2
5,1,97,526.777,8016,0.0657157,1,1,1,1
1,9,98,142.866,2174,0.0657157,2,3.5,3,2
0,10,99,16.3632,249,0.0657157,2,5,5,2
3,4,100,502.659,7649,0.0657157,1,2,2,1
6,5,101,249.72,3800,0.0657157,1,1,1,1
0,1,102,74.9159,1140,0.0657157,1,1,1,1
2,11,103,1438.91,21896,0.0657157,1,2,2,1
9,6,104,131.826,2006,0.0657157,1,2,2,1
3,9,105,1449.03,22050,0.0657157,2,1.5,1,1
4,9,106,41.4009,630,0.0657157,1,2,2,1
4,8,107,449.495,6840,0.0657157,1,3,3,1
4,2,108,848.587,12913,0.0657157,3,3.33333,3,3
5,4,109,966.152,14702,0.0657157,2,2,2,2
4,6,110,133.14,2026,0.0657157,1,1,1,1
7,1,111,2923.3,44484,0.0657157,2,3.5,2,2
7,11,112,4678.76,71197,0.0657157,1,3,3,1
3,10,113,425.18,6470,0.0657157,1,1,1,1
10,7,114,2396.52,36468,0.0657157,1,2,2,1
1,3,115,220.805,3360,0.0657157,2,3,3,2
1,6,116,159.623,2429,0.0657157,2,2,2,2
10,5,117,1942.23,29555,0.0657157,1,3,3,1
8,11,118,3153.04,47980,0.0657157,1,1,1,1
9,1,119,62.7585,955,0.0657157,2,3.5,3,1
8,4,120,2168.49,32998,0.0657157,3,4,3,2
0,8,121,75.5073,1149,0.0657157,1,3,3,1
11,2,122,2273.57,34597,0.0657157,1,2,2,1
6,2,123,513.568,7815,0.0657157,2,3.5,2,1
5,9,124,137.609,2094,0.0657157,1,3,3,1
0,3,125,27.272,415,0.0657157,2,4,4,2
2,7,126,25365.7,385991,0.0657157,5,5.4,4,2
8,5,127,576.524,8773,0.0657157,2,2.5,2,2
3,8,128,405.926,6177,0.0657157,3,4.66667,4,3
6,0,129,48.9582,745,0.0657157,2,3,3,2
9,10,130,403.429,6139,0.0657157,1,1,1,1
8,3,131,767.362,11677,0.0657157,3,4.66667,4,3
